name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
chicago,2016-04-01T04:00:00,41,34.5,35.8,81.82,0.01,100,rain,0,0,,10.9,27,1004.6,100,8.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T05:00:00,39.8,35.7,35.7,85.17,0,0,,0,0,,5.8,39,1004.7,95.1,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T06:00:00,41,37.4,35.7,81.51,0,0,,0,0,,5.2,112,1005,95.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T07:00:00,41,36.8,35,79.28,0,0,,0,0,,6.2,94,1005.1,99.5,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T08:00:00,41.1,36.7,34.2,76.15,0,0,,0,0,,6.7,89,1005.9,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T09:00:00,42.1,40,34,72.6,0,0,,0,0,,3.7,72,1006.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T10:00:00,43,40.9,34.1,70.55,0,0,,0,0,,3.9,41,1007,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T11:00:00,42.2,42.2,34.1,72.61,0.017,100,rain,0,0,,0,0,1007.8,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T12:00:00,43.1,40.5,36,75.57,0.014,100,rain,0,0,,4.6,210,1008.4,98.9,9.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T13:00:00,45.2,41.1,36.9,72.76,0.005,100,rain,0,0,,7.6,184,1008.4,89.3,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T14:00:00,46.3,43.6,35.8,66.57,0,0,,0,0,,5.5,174,1007.5,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T15:00:00,49.7,45.4,36.8,61.01,0,0,,0,0,19.7,11.1,216,1007.2,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T16:00:00,48.6,42.4,36.2,62.12,0.002,100,rain,0,0,24.2,16.8,212,1007.7,89.3,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T17:00:00,46.9,44,38,71.06,0,0,,0,0,,6,284,1007.5,89.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T18:00:00,44.5,37.4,37.1,75.21,0.034,100,rain,0,0,31.8,15.8,272,1008.5,100,8.7,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T19:00:00,42.1,36.7,35.3,76.45,0.028,100,rain,0,0,41.4,9,300,1009,89.3,9.9,,,,,"Rain, Partially cloudy",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T20:00:00,41.9,37.5,35.2,76.83,0,0,,0,0,,6.8,259,1009.5,83,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T21:00:00,42.8,36.7,31.4,63.83,0,0,,0,0,,11.1,273,1010.2,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T22:00:00,40.8,32.5,22.1,47.08,0,0,,0,0,27.1,16.1,290,1010.5,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-01T23:00:00,39.6,31.1,22.1,49.22,0,0,,0,0,,15.7,290,1010.4,2.7,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T00:00:00,38.7,30.2,22,50.83,0,0,,0,0,,14.9,280,1010.2,2.7,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T01:00:00,37,28.4,21.9,54.04,0,0,,0,0,21.9,13.8,270,1010,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T02:00:00,35.7,27.2,21.1,54.86,0,0,,0,0,,12.6,270,1009.8,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T03:00:00,34.8,25.6,20.2,54.7,0,0,,0,0,,14,271,1009.1,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T04:00:00,33.8,24.8,19.2,54.55,0,0,,0,0,,12.7,261,1008.2,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T05:00:00,32.9,23.1,19.3,56.84,0,0,,0,0,20.8,14,250,1007.2,52.7,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T06:00:00,32.9,23.6,20.1,58.95,0,0,,0,0,,12.7,241,1006.3,83.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T07:00:00,33.8,24.8,22,61.56,0,0,,0,0,,12.7,230,1005.2,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T08:00:00,34.8,25,23.3,62.4,0,0,,0,0,23,15.6,229,1003.8,100,9.5,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T09:00:00,35.6,26,25.3,65.79,0,0,,0,0,24.2,15.7,210,1001.5,100,7.5,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T10:00:00,36.9,26.3,26.3,65.22,0,0,,0,0,28.1,20.8,249,1000.3,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T11:00:00,39.7,30.1,27,60.01,0,0,,0,0,33.3,20,272,999.6,90.4,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T12:00:00,36.2,23.9,25.1,63.86,0,0,,0,0,51.3,26.6,300,1000.7,90.2,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T13:00:00,36.7,23.8,26.2,65.4,0,0,,0,0,48.8,31,301,1002.2,90.4,8.9,,,,,Overcast,wind,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T14:00:00,36.4,24.5,27.1,68.78,0.011,100,rain,0,0,44.8,25.1,318,1004.6,90.4,0.5,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T15:00:00,35.2,23.4,26.9,71.36,0.001,100,"rain,snow",0,0,38.7,23.4,303,1005.8,89.1,4.5,,,,,"Snow, Rain, Partially cloudy",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T16:00:00,37.7,25.3,25.4,60.74,0.001,100,rain,0,0,42.6,30.4,321,1007.9,89.1,3.9,,,,,"Rain, Partially cloudy",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T17:00:00,35.1,23.6,24,63.56,0,0,,0,0,40.4,22,310,1010.1,89.1,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T18:00:00,34.1,24,22.7,62.62,0,0,,0,0,33.3,16.1,312,1011.5,85.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T19:00:00,34.9,23,17.9,49.41,0,0,,0,0,33.1,23.2,320,1013,53.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T20:00:00,33.9,23.3,13.8,43.08,0,0,,0,0,28.8,17.4,311,1014.7,28.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T21:00:00,33,24.1,11.9,40.97,0,0,,0,0,26.5,11.9,320,1016.3,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T22:00:00,31.9,23.3,11.1,41.55,0,0,,0,0,,10.5,320,1017.1,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-02T23:00:00,31.8,24.6,11.4,42.19,0,0,,0,0,,7.9,301,1017.5,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T00:00:00,29.7,24.8,12.2,47.47,0,0,,0,0,,4.6,288,1018.1,0,9.9,,,,,Clear,clear-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T01:00:00,28.8,25.3,13.1,51.47,0,0,,0,0,25.3,3.3,289,1018.1,24.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T02:00:00,29.7,26.2,14.4,52.38,0,0,,0,0,,3.4,259,1018.1,88.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T03:00:00,29.7,26.3,15.5,55.05,0,0,,0,0,,3.3,220,1017.9,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T04:00:00,30.6,25.7,15.6,53.23,0,0,,0,0,,4.7,212,1017.7,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T05:00:00,30.5,25.5,15.7,53.64,0,0,,0,0,,4.8,189,1017.4,89.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T06:00:00,29.7,23.6,16.2,56.89,0,0,,0,0,,5.8,181,1017.5,89.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T07:00:00,30.7,23.1,15.4,52.58,0,0,,0,0,,8.3,180,1017.5,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T08:00:00,32.9,25.3,15.5,48.38,0,0,,0,0,18.3,9.3,179,1017.1,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T09:00:00,35,26.1,16.5,46.48,0,0,,0,0,,13.2,190,1016.7,89.3,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T10:00:00,37.9,28.9,18.3,44.76,0,0,,0,0,24.2,15.7,190,1015.3,88.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T11:00:00,43,34.9,21.2,41.46,0,0,,0,0,28.5,18,191,1013.2,48.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T12:00:00,48.8,41.3,25.4,39.85,0,0,,0,0,33.4,24,192,1010.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T13:00:00,55,55,29.2,37.03,0,0,,0,0,35.1,23.1,202,1008.7,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T14:00:00,60.9,60.9,32.3,34,0,0,,0,0,38,28.5,221,1006.6,47.8,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T15:00:00,65.8,65.8,34.3,31,0,0,,0,0,42.1,27.4,221,1004.4,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T16:00:00,69,69,35.2,28.8,0,0,,0,0,40.6,25.4,221,1002.5,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T17:00:00,70.8,70.8,36.1,28.1,0,0,,0,0,38.6,26.7,230,1002.2,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T18:00:00,71.7,71.7,36.3,27.41,0,0,,0,0,37.5,22,231,1001.2,29,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T19:00:00,70,70,37.3,30.22,0,0,,0,0,30.3,16.3,221,1000.5,88.2,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T20:00:00,71.5,71.5,37.4,28.81,0,0,,0,0,37,25.3,241,1001,89.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T21:00:00,68.9,68.9,40.9,36.08,0,0,,0,0,35.4,22.5,241,1001.8,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T22:00:00,67.7,67.7,42.2,39.58,0,0,,0,0,30.8,19,241,1002.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-03T23:00:00,44,35.4,35.1,70.73,0,0,,0,0,34.7,21.8,20,1006.2,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T00:00:00,40.8,31.5,31.9,70.42,0,0,,0,0,30,20.2,344,1009.3,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T01:00:00,38.7,29,29.9,70.34,0,0,,0,0,29.3,19.3,2,1009.5,98.7,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T02:00:00,38.6,30.3,29.1,68.46,0,0,,0,0,,14,1,1011.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T03:00:00,37,26.5,29.8,75.01,0,0,,0,0,29.9,20,10,1011.7,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T04:00:00,35.8,24.7,28.2,73.39,0,0,,0,0,31.8,21.1,1,1012.5,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T05:00:00,35.7,24.8,27,70.24,0,0,,0,0,31.9,20.2,10,1013.1,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T06:00:00,35.7,24.5,26.1,67.71,0,0,,0,0,31.6,21.5,1,1014.3,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T07:00:00,35.7,25.1,25.1,65.03,0,0,,0,0,34.2,19.3,359,1015.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T08:00:00,35.7,26.1,25.1,64.98,0,0,,0,0,30.6,15.9,360,1016.9,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T09:00:00,35.7,25.8,24.2,62.59,0,0,,0,0,32.2,16.7,10,1018.3,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T10:00:00,35.7,25.1,23.3,60.16,0,0,,0,0,24.2,19.2,9,1019.6,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T11:00:00,35.9,26.7,25.1,64.46,0,0,,0,0,,14.7,350,1021.3,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T12:00:00,35.8,25.6,25,64.49,0,0,,0,0,26.4,17.9,360,1022.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T13:00:00,34.9,25.4,27.7,74.56,0,0,,0,0,29.9,14.9,350,1023.3,100,8.3,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T14:00:00,34.1,25.5,27.6,76.8,0,0,,0,0,21.9,11.7,1,1024,100,6.7,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T15:00:00,34,25.4,25.9,71.89,0,0,,0,0,,11.8,12,1024.7,100,8.7,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T16:00:00,33.9,24.2,24.9,69.05,0,0,,0,0,,14.6,12,1025.4,100,8.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T17:00:00,33.8,24.3,23.3,64.88,0,0,,0,0,,13.9,3,1026.1,100,6.7,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T18:00:00,32.9,24.5,23,66.53,0,0,,0,0,,10.8,10,1026.6,100,9.8,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T19:00:00,32.9,24.2,20.2,59.24,0,0,,0,0,,11.4,11,1027.4,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T20:00:00,31.8,22.8,20,61.4,0,0,,0,0,,11.5,30,1027.9,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T21:00:00,31.9,22,19.1,58.97,0,0,,0,0,,13.4,39,1029,89.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T22:00:00,31.8,22.3,18.1,56.65,0,0,,0,0,,12.4,31,1029.7,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-04T23:00:00,31.8,23.1,18.1,56.42,0,0,,0,0,,10.9,38,1030.2,99.8,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T00:00:00,31.7,24.7,18.1,56.64,0,0,,0,0,,7.7,12,1030.4,52.7,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T01:00:00,30.6,24.9,18.1,59.29,0,0,,0,0,,5.7,12,1030.9,28.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T02:00:00,29.7,23.8,18.1,61.42,0,0,,0,0,,5.7,2,1030.9,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T03:00:00,29.7,23.9,19.1,64.06,0,0,,0,0,,5.6,3,1030.9,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T04:00:00,30.3,25.8,19.1,62.54,0,0,,0,0,,4.3,20,1031.1,46.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T05:00:00,29.3,23.4,17.2,60.19,0,0,,0,0,,5.5,44,1031.7,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T06:00:00,30.3,23.2,16.4,55.69,0,0,,0,0,,7.5,76,1031.7,27,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T07:00:00,30.6,23.9,15.4,52.86,0,0,,0,0,,6.9,89,1032,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T08:00:00,32.9,24.8,14.4,46.03,0,0,,0,0,,10.1,82,1032.6,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T09:00:00,34.8,27.7,14.1,42.11,0,0,,0,0,,9.2,84,1032.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T10:00:00,35.1,25.8,12.9,39.46,0,0,,0,0,,14.2,118,1032.9,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T11:00:00,37.8,30.4,11.4,33.17,0,0,,0,0,17.2,11.3,121,1032.4,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T12:00:00,38.1,32.8,8.8,29.23,0,0,,0,0,,7,141,1031.8,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T13:00:00,41.9,37.4,10.5,27.22,0,0,,0,0,,7.1,158,1030.4,27,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T14:00:00,43,37.2,15.8,32.97,0,0,,0,0,19.7,10.3,178,1029.1,48.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T15:00:00,44.8,38.6,19.1,35.38,0,0,,0,0,18.6,13,160,1027.9,48.9,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T16:00:00,44.9,39.2,21.8,39.62,0,0,,0,0,23,11.5,159,1026.6,87,9.9,,,,,Partially cloudy,partly-cloudy-day,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T17:00:00,45.9,39.4,25.1,43.86,0,0,,0,0,26.4,14.9,168,1025.1,90.2,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T18:00:00,46.7,40.6,25.3,42.95,0,0,,0,0,19.7,14,160,1023.7,99.8,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T19:00:00,44.6,38.9,29.2,54.55,0.012,100,rain,0,0,21.3,11.2,142,1022.4,100,9.6,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T20:00:00,42.8,35.7,31.1,62.97,0.012,100,rain,0,0,24.2,14,141,1021.2,100,8.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T21:00:00,43.7,36.7,31,60.81,0,0,,0,0,23,14.4,140,1019.4,89.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T22:00:00,43.7,37.3,29.3,56.69,0,0,,0,0,23,12.7,151,1018.2,97.3,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-05T23:00:00,43.8,36.8,28.4,54.3,0,0,,0,0,,14.8,160,1017.1,99.8,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T00:00:00,43.8,38.7,28.5,54.58,0,0,,0,0,,9.2,170,1016.8,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T01:00:00,44.7,37.6,28.4,52.54,0,0,,0,0,,15.9,141,1013.6,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T02:00:00,44.6,38.6,28.5,52.94,0.001,100,rain,0,0,20.8,12.2,160,1012.5,98.9,9.8,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T03:00:00,44.6,40,28.5,52.94,0,0,,0,0,,8.4,152,1011.5,98.9,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T04:00:00,44.5,40.8,30.4,57.27,0.004,100,rain,0,0,,6.6,229,1010.7,100,9.8,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T05:00:00,43.7,38.9,32.3,63.88,0.044,100,rain,0,0,,8.5,160,1008.1,100,8.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T06:00:00,43.9,37.8,33.3,66.17,0,0,,0,0,,11.8,170,1005.8,100,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T07:00:00,47.6,41.1,32.3,55.18,0,0,,0,0,,17.1,190,1004.7,94.3,9.9,,,,,Overcast,cloudy,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T08:00:00,48.4,43,34.5,58.41,0.002,100,rain,0,0,24.2,13.6,201,1003.5,100,9.6,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T09:00:00,47.7,42.6,38.2,69.5,0.032,100,rain,0,0,24.2,11.8,201,1003,100,9.6,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T10:00:00,48.6,43.4,40,72.06,0.033,100,rain,0,0,,12.9,210,1002.3,100,9.9,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T11:00:00,47,40.6,42.3,83.46,0.074,100,rain,0,0,,15.7,210,1001.7,100,3.3,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T12:00:00,47.8,42.5,43.3,84.27,0.028,100,rain,0,0,,12.6,211,1001.1,100,9.5,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T13:00:00,47.9,43.4,44.2,86.82,0.033,100,rain,0,0,,10.2,222,1000.5,100,6.3,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
chicago,2016-04-06T14:00:00,48.7,43.7,45.1,87.24,0.007,100,rain,0,0,,12.5,212,999.9,100,6.8,,,,,"Rain, Overcast",rain,"72534014819,72212604879,KORD,KMDW,72530094846"
